,ep,train,valid,total
170,171,0.939622025936842,11.42666806280613,12.366290088742971
171,172,0.9388137222267687,11.45713284611702,12.395946568343788
172,173,0.932843366637826,11.543309673666954,12.47615304030478
173,174,0.9153765551745892,11.68073407560587,12.596110630780458
174,175,0.9281967249698937,11.458680741488934,12.386877466458827
175,176,0.9275876970496029,11.42790324240923,12.355490939458832
176,177,0.9224573771934956,11.523154959082603,12.445612336276099
177,178,0.9349209200590849,11.537654042243958,12.472574962303042
178,179,0.8877088320441544,11.589845575392246,12.4775544074364
179,180,0.9225798607803881,11.546261690557003,12.468841551337391
180,181,0.8908630385994911,12.552139289677143,13.443002328276634
181,182,0.9070355854928493,11.45104194432497,12.35807752981782
182,183,0.9124096031300724,11.473518125712872,12.385927728842944
183,184,0.9198917378671467,11.528111808001995,12.448003545869142
184,185,0.9673446947708726,11.475925102829933,12.443269797600806
185,186,0.8930238978937268,11.467500805854797,12.360524703748524
186,187,0.9037013112101704,11.532795406877995,12.436496718088165
187,188,0.870729784714058,11.46555032581091,12.336280110524967
188,189,0.8929877229966223,11.385147109627724,12.278134832624346
189,190,0.9050629991106689,11.967786855995655,12.872849855106324
190,191,0.8989899880252779,11.340068355202675,12.239058343227953
191,192,0.9076348603703082,11.501592837274075,12.409227697644383
192,193,0.8769804071635008,11.645821899175644,12.522802306339145
193,194,0.8721174639649689,11.434920087456703,12.307037551421672
194,195,0.8953976300545037,12.071719780564308,12.967117410618812
195,196,0.8610447100363672,11.367650710046291,12.228695420082659
196,197,0.9019466489553452,11.398355931043625,12.30030257999897
197,198,0.9060126668773592,11.391207158565521,12.29721982544288
198,199,0.8915581591427326,11.369115665555,12.260673824697733
199,200,0.9172100997529924,11.377284221351147,12.294494321104139
